,access_date,type,country,cost,code,notes,note,pre,post_accept,post_decline,pass,accept_vendors,accept_legit,pre_vendors,pre_legit,decline_vendors,decline_legit,cmp,dec
"bigdata-insider,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfNdBENDCCgAAAAAAAAAAigAAAAAAFAoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDAkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBgaAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwRATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYKgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMGQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGDoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDCEBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBhKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwpATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYA,CPrL07APrL07AAfNdBENDCCoAP_AAH_AAAigIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgBQKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwJATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYGgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMEQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGCoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDBkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBg6AmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwhATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYSgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMKQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGA,1,1,26,26,0,0,,,31,22
"blechnet,com",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfNdYENDCCgAAAAAAAAAAigAAAAAAFAoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDAkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBgaAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwRATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYKgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMGQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGDoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDCEBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBhKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwpATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYA,CPrL07APrL07AAfNdYENDCCoAP_AAH_AAAigIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgBQKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwJATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYGgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMEQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGCoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDBkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBg6AmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwhATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYSgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMKQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGA,CPrL07APrL07AAfNdYENDCCgAAAAAAAAAAigAAAAAAFAoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDAkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBgaAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwRATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYKgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMGQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGDoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDCEBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBhKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwpATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYA,1,26,26,0,0,0,0,31,23
"boomer,at",,,Austria,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,1,0,0,0,0,0,0,0,24
"braunschweiger-zeitung,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,CPrL07APrL07AAfamDDEDCCwAP_AAH_AAAYgI5gBpDpMTWFAMHB5AMMAKIQU1tAXIWAACBAAASABQAMAsAQEkAAAIASAAAACAQQAoBYBAABAAEAAAAEAQAAEAAEkAAAAhAAIIAJAAAEBQAAAAAAAAAAAAAAAAAAJAAQAkACAQwKAREAAgIAwAAAAAAgAgIABAgICAAAAEAAAAAIEAAAAAAIAAIABAAACARAAgjmAGkOkxNYUAwcHkAwwAohBTW0BchYAAIEAABIAFAAwCwBASQAAAgBIAAAAIBBACgFgEAAEAAQAAAAQBAAAQAASQAAACEAAggAkAAAQFAAAAAAAAAAAAAAAAAAAkABACQAIBDAoBEQACAgDAAAAAACACAgAECAgIAAAAQAAAAAgQAAAAAAgAAgAEAAAIBEACAUCgAgLaCQAQFtBoAIC2hEAEBbQqACAtoZABAW0OgAgLaIQAQFtEoAIC2ikAEBbQA,CPrL07APrL07AAfamDDEDCCwAAAAAAAAAAYgAAAOxgAgOxAKBQAQFtBIAIC2g0AEBbQiACAtoVABAW0MgAgLaHQAQFtEIAIC2iUAEBbRSACAtoA,1,134,134,0,0,0,1,0,25
"calconi,com",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,26
"christliche-partnersuche,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfFjBENDCCgAAAAAAAAAAigAAAGfgAgGfAKBQAQBOBIAIAnA0AEATgiACAJwVABAE4MgAgCcHQAQBOEIAIAnCUAEAThSACAJwA,CPrL07APrL07AAfFjBENDCCsAP_AAH_AAAigJANd_H_fbX9j-f59aft0eY1f9_L_buQyDheFo-oFyNeQ9LwG22E6NEygpCgCkR4golJBIANsHElcCUERQAgFAAHsAgAEhAAIICBEgBMZQkIICBoKAoQQQACJgEg9MhWImwqWY9LmXEEA9IgQBggAgIAgAAIBAgMABAAIABIAAQIAgYAAAAAAMAAAAAACABgAAAQSAa7-P--2v7H8_z60_bo8xq_7-X-3chkHC8LR9QLka8h6XgNtsJ0aJlBSFAFIjxBRKSCQAbYOJK4EoIigBAKAAPYBAAJCAAQQECJACYyhIQQEDQUBQgggAETAJB6ZCsRNhUsx6XMuIIB6RAgDBABAQBAAAQCBAYACAAQACQAAgQBAwAAAAAAYAAAAAAEADAAAAgFAoAIAnAkAEATgaACAJwRABAE4KgAgCcGQAQBODoAIAnCEAEAThKACAJwpABAE4A,0,1,359,359,0,1,,,31,27
"climate-data,org",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,28
"cloudcomputing-insider,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfNdGENDCCgAAAAAAAAAAigAAAAAAFAoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDAkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBgaAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwRATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYKgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMGQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGDoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDCEBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBhKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwpATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYA,CPrL07APrL07AAfNdGENDCCoAP_AAH_AAAigIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgBQKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwJATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYGgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMEQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGCoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDBkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBg6AmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwhATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYSgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMKQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGA,CPrL07APrL07AAfNdGENDCCgAAAAAAAAAAigAAAAAAFAoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDAkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBgaAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwRATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYKgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMGQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGDoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDCEBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBhKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwpATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYA,1,26,26,0,0,0,0,31,29
"computer-automation,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfMIBDEDCCgAAAAAAAAAAigAAAAAAAA,CPrL07APrL07AAfMIBDEDCCgAP_AAH_AAAigGMwEAAKgAZABAACeAFgAWgAyACJAEwATQAngCYAIsATgA5oC2gF5gMZAxmAgABUADIAIAATwAsAC0AGQARIAmACaAE8ATABFgCcAHNAW0AvMBjIAAA,CPrL07APrL07AAfMIBDEDCCgAAAAAAAAAAigAAAAAAAA,1,18,18,0,0,0,0,31,30
"computerfrage,net",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,","CPrMGgAPrMGgAAGABCENDCCgAAAAAABAACQgAAAF1gAgF1AAAAAA,YAAAAAAAAAAA","CPrMGgAPrMGgAAGABCENDCCsAP_AAAHAACQgIslV5D9dLGFBMXZ5YNsgSYUX1sARpmQCCBaAE6AFwAOA8IAEk0AAMARgACACABAAoADBIAAkDABEAUCQAAgFASHkIgSAgAAKIAAAAAMQAwAAAAsAAAAAEAAIhEAJIwAAmCqwYwrsRkAEhIAQAgAAgIgBAKABAgMACEEYAAAAAAIAAoAAAgIEEAAAAAECAusAEAuoBoSBaAAgABYAFQAMgAcgA8AEAAMgAaQBEAEUAJgATwAqgBvADmAHoAPwAhABDQCIAIkASwAmgBSgC3AGHAPsA_QCBgEaAI4AXMAxQBtADcAHEAPkAocBeYDBgGGgMkAayA4IB44EIQIXARSDQBAAuACGgH2AfgB8hEAMAQ0A-wD8APkKgCABMAC4ARwBeYyAGAEwAjgC8x0DAABYAFQAMgAcgA-AEAAMgAaAA-gCIAIoATAAngBVAC4AGIAN4AcwA9AB-AENAIgAiQBLACaAFKALEAW4AwwBowD7AP0AgYBFgCOAFzAMUAbQA3ABxADnAIvAUOAvMBgwDDQGSAMsAcWA8cCAIEUhwAQABAAFwEIANNIQEgAFgAZACYAFUALgAYgA3gB6AFKALEAfYBHAC5gGKANoAc4B44EKCAAEABBKAyAAgABYAGQAOAAfACIAEwAKoAXAAxACGgEQARIApQBbwD7APwAjgBcwDFAG4APkAi8BeYDLAIAgQhJAAQALlIE4ACwAKgAZAA5AB8AIAAZAA0gCIAIoATAAngBSACqAGIAOYAfgBDQCIAIkAUoAsQBbgDRgH2AfoBFgCOAFzAMUAbQA3ACLwFDgLzAYaAyQBlgDWQHBAPHAhCBFIoABAAuA,YAAAAAAAAAAA","eyJhbGciOiJSUzI1NiIsImtpZCI6ImNkcG04c1V6aWI1RlJneXlyc1I2Ui1tVmdHNEx5bmpFejdKZUlEeWY2WnMifQ,eyJhdXRoIjp0cnVlLCJ0eXBlIjoidHJpYWwiLCJwbGFucyI6WyI0OGU2NDk4Ny0zMDMyLTRhMzQtYmU1Yy00YjFiODQ0Mjk5NjgiXSwiYXVkIjoiYWVhZmVmYjAiLCJpYXQiOjE2ODMxMDIzNzIsImV4cCI6MTY4MzI3ODc3Mn0,DwWofpPjcUIdiO7amwPb_tJph0MHlWkKZyhrG-t87PZNsi0otybuAwqp_ECUDEOjbgEcLERtQwissC8Kc9nIJtAM4VGS3ptnK7rv4YiPqxNTUcsk2uhgBKw1pA4wmhWPWc8jk86n0bXRwxoMmpklCb7ooy6dmz7AE8Hdg-0vvtWTDmmAZcouO-8v9IHGoHQ4lNPo_jpUvjqBe8GkV9WvVX5vyRNDnvMKzeNwjNyFuu9-lQc3KKIE661azCMziYaJaCMfn7Xmk3Zbm2oKDsEV1Jj6BYMMCUfrZIArEFp3ODXPg0Exi6SKkMlrXH6N3p7mD0XcZK_jGSNIkkz1tAhncg",1,1,1,0,1,0,0,6,31
"connect-professional,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfAlBDEDCCgAAAAAAAAAAigAAAAAAAA,CPrL07APrL07AAfAlBDEDCCgAP_AAH_AAAigI5wEAAKgAZABYADIAIgATABMAEWAJwAc0BbQC8wGMgMkAdCBHMEc4CAAFQAMgAsABkAEQAJgAmACLAE4AOaAtoBeYDGQGSAOhAjmAAA,CPrL07APrL07AAfAlBDEDCCgAAAAAAAAAAigAAAAAAAA,1,16,16,0,0,0,0,31,32
"connect,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfT-BDEDCCgAAAAAAAAAAigAAAGfgAgGfAA,CPrL07APrL07AAfT-BDEDCCsAP_AAH_AAAigIzNd_H_fbX9j-f59aft0eY1f9_K_buQyDheFs-oFwJeQ9LwG22A6NEygpCgCkQwAolJBIANsHElUCUExQIgEAAGsAwAEpAAIICBAgBERQkAICBoKAoAAUAAIgEk5MhSAmwgUQsLmXEAA1IgQBggAgIAAAAIBAgMABAAIABAAAQIAgYAAAAAAIAAAAAACABBGZrv4_77a_sfz_PrT9ujzGr_v5X7dyGQcLwtn1AuBLyHpeA22wHRomUFIUAUiGAFEpIJABtg4kqgSgmKBEAgAA1gGAAlIABBAQIEAIiKEgBAQNBQFAACgABEAknJkKQE2ECiFhcy4gAGpECAMEAEBAAAABAIEBgAIABAAIAACBAEDAAAAAABAAAAAAAQAIAA,CPrL07APrL07AAfT-BDEDCCgAAAAAAAAAAigAAAGfgAgGfAA,1,332,332,0,1,0,1,31,33
"das-pta-magazin,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,,,0,0,0,0,0,0,0,0,34
"datacenter-insider,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",CPrL07APrL07AAfNdJENDCCgAAAAAAAAAAigAAAAAAFAoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDAkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBgaAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwRATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYKgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMGQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGDoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDCEBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBhKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwpATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYA,CPrL07APrL07AAfNdJENDCCoAP_AAH_AAAigIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgIGQFwADAAXABOACqAFgAWgAyACIAEyAJwAngB-gEQARIAmABRACkAH6ARYAuYBgQDhAJkAW0AvMCBgBQKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwJATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYGgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMEQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGCoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDBkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBg6AmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwhATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYSgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMKQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGA,CPrL07APrL07AAfNdJENDCCgAAAAAAAAAAigAAAAAAFAoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDAkBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBgaAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwRATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYKgJgAGAAuACcAFUALAAtABkAEQAJkATgBPgEQARIAmABRACkAH6AXMBMgC2gF5gQMGQEwADAAXABOACqAFgAWgAyACIAEyAJwAnwCIAIkATAAogBSAD9ALmAmQBbQC8wIGDoCYABgALgAnABVACwALQAZABEACZAE4AT4BEAESAJgAUQApAB-gFzATIAtoBeYEDCEBMAAwAFwATgAqgBYAFoAMgAiABMgCcAJ8AiACJAEwAKIAUgA_QC5gJkAW0AvMCBhKAmAAYAC4AJwAVQAsAC0AGQARAAmQBOAE-ARABEgCYAFEAKQAfoBcwEyALaAXmBAwpATAAMABcAE4AKoAWABaADIAIgATIAnACfAIgAiQBMACiAFIAP0AuYCZAFtALzAgYA,1,26,26,0,0,0,0,31,35
"derwesten,de",,,Germany,"{'currency': 'EUR', 'amount': 2,99, 'basis': 'monthly'}",,,"Is a contentpass,net partner,",,CPrL07APrL07AAfCtIDEDCCwAP_AAH_AAAYgI5gJpDpMTWFAMHB5AMMAKIQU1tAXIWAACBAAASABQAMAsAQE0AAAIASAAAACAQQAIBYBAAAAAEAAAAEAQAAEBAEkAAAAhAAIIAJAAAEAQAAAAAAAAAAAAAAAAAAJAAQAkACAQwKAREAAgIAwAEAAAAgAgIABAgIAAAAAEAAAAAIEAAAAAAIAAIABAAACARAAgjmAmkOkxNYUAwcHkAwwAohBTW0BchYAAIEAABIAFAAwCwBATQAAAgBIAAAAIBBAAgFgEAAAAAQAAAAQBAAAQEASQAAACEAAggAkAAAQBAAAAAAAAAAAAAAAAAAAkABACQAIBDAoBEQACAgDAAQAAACACAgAECAgAAAAAQAAAAAgQAAAAAAgAAgAEAAAIBEACAUCgAgAyCQAQAZBoAIAMhEAEAGQqACADIZABABkOgAgAyIQAQAZEoAIAMikAEAGQA,1,1,134,134,0,0,,,0,36
